lettersIn,batchIn,wordIn,wordLengthIn,numWordsOut,numReadLettersOut,numNewLettersOut,timeOut
11,6,legislative,11,400,3,8,0.92
11,6,lemon,5,401,2,3,0.44
11,6,lesbian,7,402,2,5,0.6
11,6,lesser,6,403,3,3,0.6
11,6,letter,6,404,2,4,0.52
11,6,licence,7,405,1,6,0.68
11,6,likelihood,10,406,2,8,1
11,6,lion,4,407,2,2,0.32
11,6,literary,8,408,2,6,0.68
11,6,literature,10,409,6,4,0.68
11,6,live,4,410,2,2,0.32
11,6,local,5,411,1,4,0.6
11,6,location,8,412,4,4,0.6
11,6,lonely,6,413,2,4,0.52
11,6,look,4,414,2,2,0.32
11,6,lot,3,415,2,1,0.24
11,6,loudly,6,416,2,4,0.64
11,6,love,4,417,2,2,0.32
11,6,low,3,418,2,1,0.24
11,6,lunch,5,419,1,4,0.48
11,6,mail,4,420,0,4,0.44
11,6,main,4,421,3,1,0.28
11,6,mainland,8,422,4,4,0.72
11,6,mainstream,10,423,4,6,0.76
11,6,mandate,7,424,2,5,0.6
11,6,manipulate,10,425,3,7,0.96
11,6,mark,4,426,2,2,0.32
11,6,married,7,427,3,4,0.6
11,6,mask,4,428,2,2,0.52
11,6,maximum,7,429,2,5,0.84
11,6,meal,4,430,1,3,0.4
11,6,mean,4,431,3,1,0.28
11,6,medication,10,432,2,8,0.88
11,6,memory,6,433,2,4,0.52
11,6,mentor,6,434,2,4,0.64
11,6,merely,6,435,2,4,0.52
11,6,mess,4,436,2,2,0.32
11,6,message,7,437,4,3,0.48
11,6,method,6,438,2,4,0.64
11,6,militia,7,439,1,6,0.68
11,6,mind,4,440,2,2,0.32
11,6,ministry,8,441,3,5,0.64
11,6,mirror,6,442,2,4,0.52
11,6,missing,7,443,2,5,0.72
11,6,mixed,5,444,2,3,0.44
11,6,model,5,445,1,4,0.48
11,6,moment,6,446,2,4,0.52
11,6,month,5,447,2,3,0.52
11,6,monthly,7,448,5,2,0.44
11,6,monument,8,449,3,5,0.68
11,6,mother,6,450,2,4,0.52
11,6,movie,5,451,2,3,0.52
11,6,much,4,452,1,3,0.4
11,6,multiple,8,453,2,6,0.72
11,6,mum,3,454,2,1,0.24
11,6,musician,8,455,2,6,0.68
11,6,my,2,456,1,1,0.2
11,6,myth,4,457,2,2,0.44
11,6,naked,5,458,0,5,0.52
11,6,nation,6,459,2,4,0.52
11,6,nature,6,460,3,3,0.44
11,6,necessary,9,461,1,8,1
11,6,neck,4,462,3,1,0.28
11,6,needle,6,463,2,4,0.52
11,6,negative,8,464,2,6,0.68
11,6,newly,5,465,2,3,0.4
11,6,newspaper,9,466,3,6,0.84
11,6,noise,5,467,1,4,0.48
11,6,noisy,5,468,4,1,0.32
11,6,nomination,10,469,2,8,1
11,6,non,3,470,2,1,0.24
11,6,normal,6,471,2,4,0.52
11,6,northern,8,472,3,5,0.64
11,6,note,4,473,2,2,0.32
11,6,novel,5,474,2,3,0.52
11,6,numerous,8,475,1,7,0.84
11,6,nut,3,476,2,1,0.24
11,6,oblige,6,477,0,6,0.6
11,6,obsess,6,478,2,4,0.52
11,6,obviously,9,479,2,7,0.92
11,6,offend,6,480,1,5,0.56
11,6,offensive,9,481,5,4,0.64
11,6,official,8,482,3,5,0.76
11,6,offspring,9,483,3,6,0.72
11,6,once,4,484,1,3,0.36
11,6,option,6,485,1,5,0.56
11,6,originate,9,486,1,8,0.96
11,6,other,5,487,1,4,0.48
11,6,ought,5,488,1,4,0.48
11,6,outdoor,7,489,2,5,1.24
11,6,outfit,6,490,3,3,0.6
11,6,outing,6,491,3,3,0.44
11,6,overall,7,492,1,6,0.64
11,6,owe,3,493,1,2,0.28
11,6,pace,4,494,0,4,0.44
11,6,pad,3,495,2,1,0.24
11,6,paint,5,496,2,3,0.56
11,6,pants,5,497,2,3,0.44
11,6,participant,11,498,2,9,1
11,6,participate,11,499,9,2,0.72
11,6,partner,7,500,4,3,0.48
11,6,passport,8,501,2,6,0.72
11,6,patience,8,502,2,6,0.72
11,6,patron,6,503,3,3,0.6
11,6,peaceful,8,504,1,7,0.76
11,6,peer,4,505,2,2,0.32
11,6,pepper,6,506,2,4,0.52
11,6,persistent,10,507,2,8,1
11,6,personality,11,508,4,7,0.92
11,6,philosophy,10,509,1,9,0.92
11,6,phone,5,510,2,3,0.52
11,6,piece,5,511,1,4,0.48
11,6,pig,3,512,2,1,0.24
11,6,pipe,4,513,2,2,0.32
11,6,place,5,514,1,4,0.48
11,6,plan,4,515,3,1,0.28
11,6,pleased,7,516,2,5,0.72
11,6,pledge,6,517,3,3,0.44
11,6,police,6,518,1,5,0.56
11,6,political,9,519,4,5,0.72
11,6,pollution,9,520,3,6,0.88
11,6,pond,4,521,2,2,0.32
11,6,population,10,522,2,8,0.88
11,6,position,8,523,2,6,0.84
11,6,possess,7,524,3,4,0.56
11,6,possibility,11,525,4,7,0.92
11,6,poster,6,526,3,3,0.52
11,6,praise,6,527,1,5,0.68
11,6,prayer,6,528,3,3,0.44
11,6,precedent,9,529,2,7,0.8
11,6,prediction,10,530,3,7,0.96
11,6,preliminary,11,531,3,8,0.92
11,6,premier,7,532,3,4,0.56
11,6,prestigious,11,533,3,8,1.08
11,6,previously,10,534,3,7,0.84
11,6,printer,7,535,2,5,0.6
11,6,prior,5,536,3,2,0.36
11,6,priority,8,537,5,3,0.68
11,6,procedure,9,538,2,7,0.8
11,6,produce,7,539,3,4,0.56
11,6,profile,7,540,3,4,0.68
11,6,program,7,541,3,4,0.56
11,6,programming,11,542,7,4,0.64
11,6,progressive,11,543,5,6,0.52
11,6,project,7,544,3,4,0.24
11,6,proof,5,545,3,2,0.2
11,6,propaganda,10,546,3,7,0.4
11,6,proportion,10,547,4,6,0.44
11,6,prosecute,9,548,3,6,0.32
11,6,publicity,9,549,1,8,0.36
11,6,punk,4,550,2,2,0.16
11,6,pure,4,551,2,2,0.2
11,6,push,4,552,2,2,0.16
11,6,quest,5,553,0,5,0.24
11,6,quite,5,554,2,3,0.2
11,6,race,4,555,0,4,0.2
11,6,racial,6,556,3,3,0.28
11,6,racism,6,557,4,2,0.16
11,6,rail,4,558,2,2,0.16
11,6,rational,8,559,2,6,0.28
11,6,react,5,560,1,4,0.2
11,6,realistic,9,561,3,6,0.4
11,6,realm,5,562,4,1,0.12
11,6,rear,4,563,3,1,0.12
11,6,reasoning,9,564,3,6,0.32
11,6,reception,9,565,2,7,0.4
11,6,record,6,566,3,3,0.2
11,6,recording,9,567,6,3,0.24
11,6,recount,7,568,4,3,0.32
11,6,recruit,7,569,3,4,0.24
11,6,referee,7,570,2,5,0.24
11,6,refuse,6,571,3,3,0.2
11,6,regard,6,572,2,4,0.2
11,6,regime,6,573,3,3,0.28
11,6,region,6,574,4,2,0.16
11,6,rejection,9,575,2,7,0.32
11,6,relax,5,576,2,3,0.16
11,6,relaxed,7,577,5,2,0.28
11,6,relevance,9,578,3,6,0.32
11,6,relief,6,579,3,3,0.2
11,6,religious,9,580,4,5,0.36
11,6,remainder,9,581,2,7,0.36
11,6,remark,6,582,4,2,0.2
11,6,removal,7,583,3,4,0.24
11,6,renew,5,584,2,3,0.16
11,6,reportedly,10,585,2,8,0.48
11,6,reporting,9,586,6,3,0.24
11,6,research,8,587,2,6,0.32
11,6,reside,6,588,3,3,0.28
11,6,respective,10,589,3,7,0.36
11,6,rest,4,590,3,1,0.12
11,6,retrieve,8,591,2,6,0.28
11,6,revive,6,592,2,4,0.28
11,6,rifle,5,593,1,4,0.2
11,6,right,5,594,2,3,0.16
11,6,ritual,6,595,2,4,0.24
11,6,rob,3,596,1,2,0.12
11,6,robust,6,597,3,3,0.28
11,6,roll,4,598,2,2,0.12
11,6,romance,7,599,2,5,0.24
11,6,rough,5,600,2,3,0.16
11,6,round,5,601,3,2,0.16
11,6,routine,7,602,3,4,0.32
11,6,rubber,6,603,1,5,0.24
11,6,ruin,4,604,2,2,0.12
11,6,sacred,6,605,0,6,0.28
11,6,sailor,6,606,2,4,0.28
11,6,sale,4,607,2,2,0.16
11,6,satellite,9,608,2,7,0.36
11,6,satisfy,7,609,3,4,0.24
11,6,scared,6,610,1,5,0.32
11,6,scattered,9,611,3,6,0.32
11,6,schedule,8,612,2,6,0.32
11,6,scholar,7,613,3,4,0.24
11,6,school,6,614,4,2,0.28
11,6,second,6,615,1,5,0.24
11,6,secure,6,616,3,3,0.2
11,6,security,8,617,5,3,0.24
11,6,segment,7,618,2,5,0.32
11,6,september,9,619,2,7,0.36
11,6,serious,7,620,2,5,0.24
11,6,seriously,9,621,7,2,0.24
11,6,service,7,622,3,4,0.32
11,6,seven,5,623,2,3,0.2
11,6,sexual,6,624,2,4,0.2
11,6,sexy,4,625,3,1,0.12
11,6,shape,5,626,1,4,0.28
11,6,share,5,627,3,2,0.16
11,6,shoot,5,628,2,3,0.16
11,6,shore,5,629,3,2,0.16
11,6,shortly,7,630,4,3,0.2
11,6,signature,9,631,1,8,0.44
11,6,silver,6,632,2,4,0.2
11,6,simulation,10,633,2,8,0.4
11,6,sin,3,634,2,1,0.08
11,6,ski,3,635,1,2,0.12
11,6,skull,5,636,2,3,0.24
11,6,slam,4,637,1,3,0.16
11,6,slice,5,638,2,3,0.16
11,6,smoking,7,639,1,6,0.28
11,6,soap,4,640,1,3,0.16
11,6,some,4,641,2,2,0.24
11,6,somehow,7,642,4,3,0.28
11,6,someone,7,643,4,3,0.2
11,6,something,9,644,4,5,0.28
11,6,sometimes,9,645,5,4,0.36
11,6,soup,4,646,2,2,0.12
11,6,space,5,647,1,4,0.2
11,6,spare,5,648,3,2,0.16
11,6,speaker,7,649,2,5,0.32
11,6,specify,7,650,3,4,0.24
11,6,speech,6,651,3,3,0.2
11,6,sphere,6,652,2,4,0.24
11,6,spine,5,653,2,3,0.16
11,6,spokesman,9,654,2,7,0.4
11,6,spotlight,9,655,3,6,0.32
11,6,stab,4,656,1,3,0.16
11,6,stable,6,657,4,2,0.16
11,6,staff,5,658,3,2,0.24
11,6,stall,5,659,3,2,0.16
11,6,stamp,5,660,3,2,0.16
11,6,stand,5,661,3,2,0.16
11,6,star,4,662,3,1,0.12
11,6,statue,6,663,3,3,0.28
11,6,steadily,8,664,2,6,0.32
11,6,stem,4,665,3,1,0.12
11,6,stereotype,10,666,3,7,0.36
11,6,stick,5,667,2,3,0.24
11,6,sticky,6,668,5,1,0.16
11,6,stop,4,669,2,2,0.16
11,6,storage,7,670,3,4,0.24
11,6,store,5,671,4,1,0.12
11,6,story,5,672,4,1,0.2
11,6,straight,8,673,2,6,0.28
11,6,strange,7,674,4,3,0.24
11,6,strategic,9,675,4,5,0.32
11,6,street,6,676,3,3,0.28
11,6,strict,6,677,3,3,0.2
11,6,string,6,678,4,2,0.16
11,6,stun,4,679,2,2,0.12
11,6,sue,3,680,1,2,0.12
11,6,sufficient,10,681,2,8,0.44
11,6,super,5,682,2,3,0.2
11,6,supreme,7,683,3,4,0.24
11,6,sure,4,684,2,2,0.12
11,6,surrounding,11,685,3,8,0.48
11,6,survival,8,686,3,5,0.28
11,6,swallow,7,687,1,6,0.28
11,6,swear,5,688,2,3,0.16
11,6,sweep,5,689,3,2,0.24
11,6,swim,4,690,2,2,0.12
11,6,sympathy,8,691,1,7,0.32
11,6,symptom,7,692,4,3,0.2
11,6,synthesis,9,693,2,7,0.44
11,6,table,5,694,0,5,0.24
11,6,tail,4,695,2,2,0.16
11,6,talent,6,696,2,4,0.24
11,6,talk,4,697,3,1,0.12
11,6,tap,3,698,2,1,0.08
11,6,temperature,11,699,1,10,0.52
11,6,tendency,8,700,2,6,0.32
11,6,tension,7,701,3,4,0.24
11,6,terror,6,702,2,4,0.32
11,6,themselves,10,703,1,9,0.4
11,6,thereafter,10,704,3,7,0.36
11,6,thesis,6,705,3,3,0.28
11,6,this,4,706,2,2,0.12
11,6,thrilled,8,707,2,6,0.32
11,6,thumb,5,708,2,3,0.2
11,6,tidy,4,709,1,3,0.16
11,6,tighten,7,710,2,5,0.36
11,6,timing,6,711,2,4,0.2
11,6,tolerance,9,712,1,8,0.36
11,6,tonne,5,713,2,3,0.2
11,6,too,3,714,2,1,0.16
11,6,tool,4,715,3,1,0.12
11,6,topic,5,716,2,3,0.2
11,6,torture,7,717,2,5,0.28
11,6,trademark,9,718,1,8,0.36
11,6,trainer,7,719,3,4,0.32
11,6,transport,9,720,3,6,0.32
11,6,trap,4,721,3,1,0.12
11,6,treasure,8,722,2,6,0.36
11,6,treaty,6,723,4,2,0.16
11,6,tribal,6,724,2,4,0.24
11,6,tribe,5,725,4,1,0.12
11,6,tribute,7,726,4,3,0.2
11,6,trio,4,727,3,1,0.2
11,6,tropical,8,728,2,6,0.32
11,6,trouble,7,729,3,4,0.24
11,6,trousers,8,730,4,4,0.28
11,6,truck,5,731,2,3,0.24
11,6,twice,5,732,1,4,0.2
11,6,two,3,733,2,1,0.08
11,6,ultimate,8,734,0,8,0.36
11,6,unable,6,735,1,5,0.24
11,6,underlying,10,736,2,8,0.48
11,6,undoubtedly,11,737,3,8,0.4
11,6,unify,5,738,2,3,0.16
11,6,universal,9,739,3,6,0.4
11,6,until,5,740,2,3,0.2
11,6,upgrade,7,741,1,6,0.28
11,6,uphold,6,742,2,4,0.24
11,6,urban,5,743,1,4,0.28
11,6,urgent,6,744,2,4,0.2
11,6,usage,5,745,1,4,0.2
11,6,usual,5,746,2,3,0.16
11,6,utilize,7,747,1,6,0.28
11,6,variety,7,748,0,7,0.4
11,6,vegetable,9,749,1,8,0.36
11,6,vein,4,750,2,2,0.12
11,6,venture,7,751,2,5,0.28
11,6,verify,6,752,2,4,0.32
11,6,veteran,7,753,2,5,0.28
11,6,villager,8,754,1,7,0.32
11,6,virtual,7,755,2,5,0.32
11,6,voice,5,756,1,4,0.2
11,6,volunteer,9,757,2,7,0.36
11,6,waiter,6,758,0,6,0.28
11,6,walk,4,759,2,2,0.12
11,6,warning,7,760,2,5,0.36
11,6,warrior,7,761,3,4,0.24
11,6,washing,7,762,2,5,0.28
11,6,weakness,8,763,1,7,0.48
11,6,wealthy,7,764,3,4,0.24
11,6,weave,5,765,3,2,0.16
11,6,weird,5,766,2,3,0.2
11,6,welfare,7,767,2,5,0.28
11,6,west,4,768,2,2,0.2
11,6,whenever,8,769,1,7,0.32
11,6,which,5,770,2,3,0.2
11,6,whose,5,771,2,3,0.16
11,6,willing,7,772,1,6,0.36
11,6,win,3,773,2,1,0.08
11,6,wind,4,774,3,1,0.12
11,6,window,6,775,4,2,0.16
11,6,wine,4,776,3,1,0.12
11,6,wipe,4,777,2,2,0.16
11,6,wisdom,6,778,2,4,0.28
11,6,without,7,779,2,5,0.28
11,6,woman,5,780,1,4,0.24
11,6,work,4,781,2,2,0.12
11,6,workforce,9,782,4,5,0.32
11,6,workplace,9,783,4,5,0.36
11,6,wow,3,784,2,1,0.08
11,6,wrap,4,785,1,3,0.16
11,6,yellow,6,786,0,6,0.28
11,6,young,5,787,1,4,0.28
11,6,youngster,9,788,5,4,0.28
11,7,a,1,0,0,1,0.16
11,7,absorb,6,1,1,5,0.6
11,7,accelerate,10,2,1,9,1.08
11,7,acceptable,10,3,4,6,0.76
11,7,accident,8,4,3,5,0.64
11,7,accommodate,11,5,3,8,1.04
11,7,accomplish,10,6,5,5,0.72
11,7,accounting,10,7,4,6,0.76
11,7,accurate,8,8,3,5,0.76
11,7,acquisition,11,9,2,9,0.96
11,7,actress,7,10,2,5,0.64
11,7,add,3,11,1,2,0.28
11,7,additional,10,12,3,7,0.96
11,7,address,7,13,3,4,0.56
11,7,adequately,10,14,2,8,0.88
11,7,admit,5,15,2,3,0.4
11,7,adopt,5,16,2,3,0.56
11,7,advantage,9,17,2,7,0.8
11,7,adventure,9,18,3,6,0.72
11,7,aesthetic,9,19,1,8,0.96
11,7,aftermath,9,20,1,8,0.84
11,7,afterwards,10,21,5,5,0.72
11,7,aggression,10,22,1,9,1.12
11,7,aggressive,10,23,8,2,0.56
11,7,agree,5,24,2,3,0.4
11,7,ahead,5,25,1,4,0.48
11,7,aids,4,26,1,3,0.48
11,7,alcohol,7,27,1,6,0.64
11,7,align,5,28,2,3,0.4
11,7,allocate,8,29,2,6,0.72
11,7,alongside,9,30,2,7,0.92
11,7,ambassador,10,31,1,9,0.92
11,7,anger,5,32,1,4,0.48
11,7,animal,6,33,2,4,0.52
11,7,anniversary,11,34,2,9,1.12
11,7,another,7,35,2,5,0.6
11,7,anxiety,7,36,2,5,0.6
11,7,anyway,6,37,2,4,0.64
11,7,apologize,9,38,1,8,0.84
11,7,apology,7,39,6,1,0.4
11,7,app,3,40,2,1,0.24
11,7,arguably,8,41,1,7,0.88
11,7,argue,5,42,4,1,0.32
11,7,arise,5,43,2,3,0.4
11,7,arrangement,11,44,2,9,1.04
11,7,arrest,6,45,3,3,0.56
11,7,arrow,5,46,3,2,0.4
11,7,artist,6,47,2,4,0.52
11,7,artistic,8,48,6,2,0.6
11,7,assessment,10,49,1,9,1.16
11,7,associate,9,50,3,6,0.76
11,7,atrocity,8,51,1,7,0.76
11,7,auto,4,52,1,3,0.36
11,7,automatic,9,53,4,5,0.84
11,7,average,7,54,1,6,0.68
11,7,baby,4,55,0,4,0.44
11,7,bacteria,8,56,2,6,0.84
11,7,balance,7,57,2,5,0.64
11,7,banner,6,58,2,4,0.52
11,7,barrel,6,59,2,4,0.52
11,7,bat,3,60,2,1,0.24
11,7,battlefield,11,61,3,8,1.04
11,7,bay,3,62,2,1,0.24
11,7,beat,4,63,1,3,0.36
11,7,beauty,6,64,3,3,0.44
11,7,bed,3,65,2,1,0.24
11,7,behalf,6,66,2,4,0.64
11,7,belief,6,67,2,4,0.52
11,7,bell,4,68,3,1,0.28
11,7,belong,6,69,3,3,0.52
11,7,benchmark,9,70,2,7,1.08
11,7,best,4,71,2,2,0.4
11,7,betray,6,72,2,4,0.64
11,7,bill,4,73,1,3,0.44
11,7,bin,3,74,2,1,0.24
11,7,bird,4,75,2,2,0.4
11,7,birthday,8,76,3,5,0.84
11,7,bite,4,77,2,2,0.32
11,7,blog,4,78,1,3,0.36
11,7,blow,4,79,3,1,0.28
11,7,bomb,4,80,1,3,0.36
11,7,boost,5,81,2,3,0.4
11,7,bound,5,82,2,3,0.6
11,7,boyfriend,9,83,2,7,0.8
11,7,brand,5,84,1,4,0.48
11,7,breakdown,9,85,2,7,0.96
11,7,breathe,7,86,4,3,0.48
11,7,breathing,9,87,6,3,0.56
11,7,broken,6,88,2,4,0.52
11,7,buddy,5,89,1,4,0.6
11,7,build,5,90,2,3,0.44
11,7,business,8,91,2,6,0.68
11,7,businessman,11,92,8,3,0.64
11,7,can,3,93,0,3,0.32
11,7,cancer,6,94,3,3,0.56
11,7,cap,3,95,2,1,0.24
11,7,capable,7,96,3,4,0.56
11,7,capitalist,10,97,3,7,0.84
11,7,card,4,98,2,2,0.48
11,7,careful,7,99,3,4,0.68
11,7,carefully,9,100,7,2,0.64
11,7,cave,4,101,2,2,0.36
11,7,cd,2,102,1,1,0.2
11,7,ceiling,7,103,1,6,0.8
11,7,central,7,104,2,5,0.6
11,7,century,7,105,4,3,0.48
11,7,ceremony,8,106,2,6,0.72
11,7,certain,7,107,3,4,0.68
11,7,certainty,9,108,7,2,0.52
11,7,chapter,7,109,1,6,0.64
11,7,character,9,110,3,6,0.84
11,7,charity,7,111,4,3,0.48
11,7,charming,8,112,4,4,0.6
11,7,charter,7,113,4,3,0.48
11,7,cheat,5,114,2,3,0.52
11,7,childhood,9,115,2,7,0.8
11,7,choir,5,116,2,3,0.4
11,7,choose,6,117,3,3,0.6
11,7,chronic,7,118,2,5,0.72
11,7,circle,6,119,1,5,0.56
11,7,circuit,7,120,4,3,0.52
11,7,cite,4,121,2,2,0.32
11,7,citizenship,11,122,3,8,1.04
11,7,clause,6,123,1,5,0.56
11,7,clearly,7,124,2,5,0.72
11,7,clerk,5,125,3,2,0.44
11,7,cloud,5,126,2,3,0.48
11,7,coffee,6,127,1,5,0.76
11,7,coincide,8,128,2,6,0.76
11,7,collaborate,11,129,2,9,1.08
11,7,collection,10,130,4,6,0.88
11,7,colourful,9,131,3,6,0.72
11,7,comfort,7,132,2,5,0.6
11,7,comfortable,11,133,7,4,0.8
11,7,comment,7,134,3,4,0.6
11,7,commission,10,135,4,6,0.76
11,7,commonly,8,136,4,4,0.68
11,7,community,9,137,4,5,0.68
11,7,company,7,138,3,4,0.56
11,7,comparable,10,139,5,5,0.76
11,7,compassion,10,140,5,5,0.84
11,7,compensate,10,141,4,6,0.8
11,7,component,9,142,4,5,0.68
11,7,conceal,7,143,2,5,0.72
11,7,concept,7,144,5,2,0.44
11,7,conclusion,10,145,4,6,0.76
11,7,confer,6,146,3,3,0.56
11,7,confess,7,147,5,2,0.44
11,7,conscious,9,148,3,6,0.72
11,7,consent,7,149,4,3,0.52
11,7,consistency,11,150,4,7,1
11,7,constantly,10,151,4,6,0.76
11,7,constraint,10,152,5,5,0.72
11,7,consult,7,153,4,3,0.64
11,7,contempt,8,154,3,5,0.64
11,7,convey,6,155,3,3,0.44
11,7,cooker,6,156,2,4,0.52
11,7,correct,7,157,2,5,0.72
11,7,cost,4,158,2,2,0.32
11,7,could,5,159,2,3,0.4
11,7,county,6,160,3,3,0.48
11,7,course,6,161,3,3,0.48
11,7,court,5,162,4,1,0.44
11,7,craft,5,163,1,4,0.48
11,7,create,6,164,2,4,0.52
11,7,creativity,10,165,5,5,0.84
11,7,creature,8,166,5,3,0.72
11,7,credibility,11,167,3,8,0.92
11,7,creep,5,168,3,2,0.44
11,7,criminal,8,169,2,6,0.8
11,7,crisis,6,170,3,3,0.68
11,7,cross,5,171,2,3,0.48
11,7,crowded,7,172,3,4,0.6
11,7,crude,5,173,2,3,0.48
11,7,cruise,6,174,3,3,0.64
11,7,current,7,175,1,6,0.64
11,7,curved,6,176,3,3,0.44
11,7,cycle,5,177,1,4,0.48
11,7,dam,3,178,0,3,0.36
11,7,damage,6,179,3,3,0.6
11,7,day,3,180,2,1,0.24
11,7,deal,4,181,1,3,0.36
11,7,death,5,182,3,2,0.36
11,7,declare,7,183,2,5,0.6
11,7,deem,4,184,2,2,0.32
11,7,default,7,185,2,5,0.72
11,7,defence,7,186,3,4,0.64
11,7,deliver,7,187,2,5,0.68
11,7,dentist,7,188,2,5,0.68
11,7,departure,9,189,2,7,0.92
11,7,depression,10,190,3,7,0.84
11,7,deputy,6,191,3,3,0.4
11,7,destination,11,192,2,9,0.6
11,7,destruction,11,193,4,7,0.4
11,7,detect,6,194,2,4,0.2
11,7,detention,9,195,4,5,0.4
11,7,develop,7,196,2,5,0.28
11,7,diagram,7,197,1,6,0.28
11,7,dictate,7,198,2,5,0.36
11,7,digital,7,199,2,5,0.24
11,7,diminish,8,200,2,6,0.32
11,7,dinner,6,201,2,4,0.2
11,7,diplomat,8,202,2,6,0.4
11,7,diplomatic,10,203,8,2,0.24
11,7,dirt,4,204,2,2,0.12
11,7,dirty,5,205,4,1,0.12
11,7,disabled,8,206,2,6,0.36
11,7,discipline,10,207,3,7,0.36
11,7,discretion,10,208,4,6,0.32
11,7,discussion,10,209,4,6,0.4
11,7,distant,7,210,3,4,0.24
11,7,distort,7,211,4,3,0.2
11,7,double,6,212,1,5,0.24
11,7,downstairs,10,213,2,8,0.48
11,7,drama,5,214,1,4,0.2
11,7,drink,5,215,2,3,0.16
11,7,dust,4,216,1,3,0.16
11,7,edit,4,217,0,4,0.2
11,7,effort,6,218,1,5,0.32
11,7,eleven,6,219,1,5,0.24
11,7,eliminate,9,220,2,7,0.36
11,7,elsewhere,9,221,2,7,0.44
11,7,embark,6,222,1,5,0.24
11,7,empirical,9,223,2,7,0.36
11,7,enemy,5,224,1,4,0.2
11,7,engineer,8,225,2,6,0.4
11,7,enormous,8,226,2,6,0.28
11,7,enter,5,227,2,3,0.16
11,7,enterprise,10,228,5,5,0.32
11,7,enthusiast,10,229,3,7,0.44
11,7,entrance,8,230,3,5,0.4
11,7,environment,11,231,2,9,0.4
11,7,equipment,9,232,1,8,0.44
11,7,essay,5,233,1,4,0.2
11,7,essence,7,234,3,4,0.24
11,7,euro,4,235,1,3,0.16
11,7,evaluation,10,236,1,9,0.48
11,7,evening,7,237,2,5,0.28
11,7,event,5,238,4,1,0.16
11,7,evidence,8,239,2,6,0.4
11,7,exact,5,240,1,4,0.2
11,7,excited,7,241,2,5,0.28
11,7,excuse,6,242,3,3,0.2
11,7,execution,9,243,2,7,0.44
11,7,exercise,8,244,3,5,0.28
11,7,expensive,9,245,2,7,0.36
11,7,experiment,10,246,4,6,0.4
11,7,expertise,9,247,5,4,0.28
11,7,expire,6,248,3,3,0.2
11,7,explain,7,249,3,4,0.24
11,7,explicitly,10,250,4,6,0.44
11,7,exploration,11,251,4,7,0.36
11,7,extensive,9,252,2,7,0.36
11,7,extent,6,253,5,1,0.24
11,7,extremist,9,254,3,6,0.32
11,7,fail,4,255,0,4,0.2
11,7,failure,7,256,4,3,0.2
11,7,fair,4,257,3,1,0.12
11,7,fall,4,258,2,2,0.2
11,7,famous,6,259,2,4,0.24
11,7,fantastic,9,260,2,7,0.36
11,7,fantasy,7,261,6,1,0.2
11,7,fast,4,262,2,2,0.2
11,7,fee,3,263,1,2,0.12
11,7,feeding,7,264,3,4,0.24
11,7,few,3,265,2,1,0.08
11,7,fibre,5,266,1,4,0.2
11,7,fifty,5,267,2,3,0.16
11,7,financial,9,268,2,7,0.4
11,7,fine,4,269,3,1,0.12
11,7,firefighter,11,270,2,9,0.44
11,7,flag,4,271,1,3,0.16
11,7,flat,4,272,3,1,0.2
11,7,flavour,7,273,3,4,0.24
11,7,flee,4,274,2,2,0.12
11,7,flexibility,11,275,3,8,0.4
11,7,flying,6,276,2,4,0.28
11,7,focus,5,277,1,4,0.2
11,7,folding,7,278,2,5,0.24
11,7,folk,4,279,3,1,0.12
11,7,foreign,7,280,2,5,0.36
11,7,foreigner,9,281,7,2,0.24
11,7,formation,9,282,3,6,0.32
11,7,former,6,283,4,2,0.16
11,7,formerly,8,284,6,2,0.28
11,7,formula,7,285,4,3,0.2
11,7,fragment,8,286,1,7,0.32
11,7,freedom,7,287,2,5,0.28
11,7,frequent,8,288,3,5,0.36
11,7,fridge,6,289,2,4,0.24
11,7,friendship,10,290,3,7,0.36
11,7,frighten,8,291,3,5,0.36
11,7,frightened,10,292,8,2,0.24
11,7,frog,4,293,2,2,0.12
11,7,front,5,294,3,2,0.16
11,7,fulfil,6,295,1,5,0.24
11,7,fundamental,11,296,2,9,0.52
11,7,funding,7,297,4,3,0.2
11,7,fur,3,298,2,1,0.08
11,7,game,4,299,0,4,0.2
11,7,garage,6,300,2,4,0.28
11,7,gender,6,301,1,5,0.24
11,7,gene,4,302,3,1,0.12
11,7,general,7,303,4,3,0.2
11,7,generally,9,304,7,2,0.28
11,7,generate,8,305,6,2,0.2
11,7,genre,5,306,3,2,0.16
11,7,genuinely,9,307,3,6,0.32
11,7,giant,5,308,1,4,0.28
11,7,give,4,309,2,2,0.12
11,7,glass,5,310,1,4,0.2
11,7,glimpse,7,311,2,5,0.28
11,7,globe,5,312,2,3,0.16
11,7,go,2,313,1,1,0.08
11,7,golf,4,314,2,2,0.2
11,7,goodbye,7,315,2,5,0.24
11,7,gravity,7,316,1,6,0.28
11,7,green,5,317,2,3,0.2
11,7,greet,5,318,4,1,0.12
11,7,grid,4,319,2,2,0.2
11,7,grief,5,320,3,2,0.16
11,7,guerrilla,9,321,1,8,0.36
11,7,guidance,8,322,2,6,0.28
11,7,guitar,6,323,3,3,0.28
11,7,guy,3,324,2,1,0.12
11,7,gym,3,325,1,2,0.12
11,7,hair,4,326,0,4,0.2
11,7,harbour,7,327,2,5,0.28
11,7,harsh,5,328,3,2,0.24
11,7,hazard,6,329,2,4,0.24
