a,1,,a,,,,,,,,,,
crude,5,cr,u,de,,,,,,,,,
cruel,5,cr,ue,l,,,,,,,,,
cruise,6,cr,ui,se,,,,,,,,,
crush,5,cr,u,sh,,,,,,,,,
cry,3,cr,y,,,,,,,,,,
crystal,7,cr,y,s,t,a,l,,,,,,
cue,3,c,ue,,,,,,,,,,
cult,4,c,u,lt,,,,,,,,,
culture,7,c,u,l,t,u,re,,,,,,
cup,3,c,u,p,,,,,,,,,
cure,4,c,u,re,,,,,,,,,
curious,7,c,u,,r,i,,,ou,s,,,
curly,5,c,u,rl,,y,,,,,,,
current,7,c,u,r,r,e,nt,,,,,,
curtain,7,c,u,r,t,ai,n,,,,,,
curve,5,c,u,rve,,,,,,,,,
curved,6,c,u,rved,,,,,,,,,
custody,7,c,u,s,t,o,,d,y,,,,
custom,6,c,u,s,t,o,m,,,,,,
cut,3,c,u,t,,,,,,,,,
cute,4,c,u,te,,,,,,,,,
cutting,7,c,u,t,t,i,ng,,,,,,
cycle,5,c,y,,cl,e,,,,,,,
cynical,7,c,y,n,,i,,c,a,l,,,
dad,3,d,a,d,,,,,,,,,
daily,5,d,ai,,l,y,,,,,,,
dairy,5,d,ai,r,,y,,,,,,,
dam,3,d,a,m,,,,,,,,,
damage,6,d,a,m,,a,ge,,,,,,
dance,5,d,a,nce,,,,,,,,,
dancer,6,d,a,nc,,e,r,,,,,,
dancing,7,d,a,nc,,i,ng,,,,,,
danger,6,d,a,n,g,e,r,,,,,,
dare,4,d,a,re,,,,,,,,,
dark,4,d,a,rk,,,,,,,,,
data,4,d,a,,t,a,,,,,,,
date,4,d,a,te,,,,,,,,,
dawn,4,d,aw,n,,,,,,,,,
day,3,d,a,y,,,,,,,,,
dead,4,d,ea,d,,,,,,,,,
deadly,6,d,ea,d,l,y,,,,,,,
deal,4,d,ea,l,,,,,,,,,
dealer,6,d,ea,l,,e,r,,,,,,
dear,4,d,ea,r,,,,,,,,,
death,5,d,ea,th,,,,,,,,,
debate,6,d,e,,b,a,te,,,,,,
debris,6,d,e,,br,i,s,,,,,,
debt,4,d,e,bt,,,,,,,,,
debut,5,d,e,,b,u,t,,,,,,
decade,6,d,e,c,,a,de,,,,,,
decent,6,d,e,,c,e,nt,,,,,,
decide,6,d,e,,c,i,de,,,,,,
deck,4,d,e,ck,,,,,,,,,
declare,7,d,e,,cl,a,re,,,,,,
decline,7,d,e,,cl,i,ne,,,,,,
deed,4,d,ee,d,,,,,,,,,
deem,4,d,ee,m,,,,,,,,,
deep,4,d,ee,p,,,,,,,,,
deeply,6,d,ee,p,l,y,,,,,,,
default,7,d,e,,f,au,lt,,,,,,
defeat,6,d,e,,f,ea,t,,,,,,
defect,6,d,e,,f,e,ct,,,,,,
defence,7,d,e,,f,e,nce,,,,,,
defend,6,d,e,,f,e,nd,,,,,,
deficit,7,d,e,f,,i,,c,i,t,,,
define,6,d,e,,f,i,ne,,,,,,
defy,4,d,e,,f,y,,,,,,,
degree,6,d,e,,gr,ee,,,,,,,
delay,5,d,e,,l,ay,,,,,,,
delete,6,d,e,,l,e,te,,,,,,
delight,7,d,e,,l,i,ght,,,,,,
deliver,7,d,e,,l,i,v,,e,r,,,
demand,6,d,e,,m,a,nd,,,,,,
demon,5,d,e,,m,o,n,,,,,,
denial,6,d,e,,n,i,,,a,l,,,
dense,5,d,e,nse,,,,,,,,,
density,7,d,e,n,s,i,,t,y,,,,
dentist,7,d,e,n,t,i,st,,,,,,
deny,4,d,e,ny,,,,,,,,,
depart,6,d,e,,p,a,rt,,,,,,
depend,6,d,e,,p,e,nd,,,,,,
depict,6,d,e,,p,i,ct,,,,,,
deploy,6,d,e,,pl,oy,,,,,,,
deposit,7,d,e,,p,o,s,,i,t,,,
deprive,7,d,e,,pr,i,ve,,,,,,
depth,5,d,e,pth,,,,,,,,,
deputy,6,d,e,p,,u,,t,y,,,,
derive,6,d,e,,r,i,ve,,,,,,
descend,7,d,e,,sc,e,nd,,,,,,
descent,7,d,e,,sc,e,nt,,,,,,
desert,6,d,e,,s,e,rt,,,,,,
deserve,7,d,e,,s,e,rve,,,,,,
design,6,d,e,,s,i,gn,,,,,,
desire,6,d,e,,s,i,re,,,,,,
desk,4,d,e,sk,,,,,,,,,
desktop,7,d,e,sk,t,o,p,,,,,,
despite,7,d,e,,sp,i,te,,,,,,
destroy,7,d,e,,str,oy,,,,,,,
detail,6,d,e,,t,ai,l,,,,,,
detain,6,d,e,,t,ai,n,,,,,,
detect,6,d,e,,t,e,ct,,,,,,
develop,7,d,e,,v,e,l,,o,p,,,
device,6,d,e,,v,i,ce,,,,,,
devil,5,d,e,v,,i,l,,,,,,
devise,6,d,e,,v,i,se,,,,,,
devote,6,d,e,,v,o,te,,,,,,
diagram,7,d,i,,,a,,gr,a,m,,,
diamond,7,d,ia,,m,o,nd,,,,,,
diary,5,d,ia,,r,y,,,,,,,
dictate,7,d,i,c,t,a,te,,,,,,
die,3,d,ie,,,,,,,,,,
diet,4,d,ie,t,,,,,,,,,
differ,6,d,i,f,f,e,r,,,,,,
dig,3,d,i,g,,,,,,,,,
digital,7,d,i,g,,i,t,,a,l,,,
dignity,7,d,i,g,n,i,,t,y,,,,
dilemma,7,d,i,,l,e,m,m,a,,,,
dinner,6,d,i,n,n,e,r,,,,,,
dip,3,d,i,p,,,,,,,,,
direct,6,d,i,,r,e,ct,,,,,,
dirt,4,d,i,rt,,,,,,,,,
dirty,5,d,i,rt,,y,,,,,,,
disc,4,d,i,sc,,,,,,,,,
discard,7,d,i,s,c,a,rd,,,,,,
discuss,7,d,i,s,c,u,ss,,,,,,
disease,7,d,i,s,,ea,se,,,,,,
dish,4,d,i,sh,,,,,,,,,
dislike,7,d,i,s,l,i,ke,,,,,,
dismiss,7,d,i,s,m,i,ss,,,,,,
display,7,d,i,s,pl,ay,,,,,,,
dispose,7,d,i,s,p,o,se,,,,,,
dispute,7,d,i,s,p,u,te,,,,,,
disrupt,7,d,i,s,r,u,pt,,,,,,
distant,7,d,i,s,t,a,nt,,,,,,
distort,7,d,i,s,t,o,rt,,,,,,
disturb,7,d,i,s,t,u,rb,,,,,,
dive,4,d,i,ve,,,,,,,,,
diverse,7,d,i,,v,e,rse,,,,,,
divert,6,d,i,,v,e,rt,,,,,,
divide,6,d,i,,v,i,de,,,,,,
divine,6,d,i,,v,i,ne,,,,,,
divorce,7,d,i,,v,o,rce,,,,,,
do,2,d,o,,,,,,,,,,
doctor,6,d,o,c,t,o,r,,,,,,
dog,3,d,o,g,,,,,,,,,
dollar,6,d,o,l,l,a,r,,,,,,
domain,6,d,o,,m,ai,n,,,,,,
donate,6,d,o,,n,a,te,,,,,,
donor,5,d,o,,n,o,r,,,,,,
door,4,d,oo,r,,,,,,,,,
dose,4,d,o,se,,,,,,,,,
dot,3,d,o,t,,,,,,,,,
double,6,d,ou,,bl,e,,,,,,,
doubt,5,d,ou,bt,,,,,,,,,
down,4,d,ow,n,,,,,,,,,
dozen,5,d,o,z,,e,n,,,,,,
draft,5,dr,a,ft,,,,,,,,,
drag,4,dr,a,g,,,,,,,,,
drain,5,dr,ai,n,,,,,,,,,
drama,5,dr,a,,m,a,,,,,,,
draw,4,dr,aw,,,,,,,,,,
drawing,7,dr,aw,,,i,ng,,,,,,
dream,5,dr,ea,m,,,,,,,,,
dress,5,dr,e,ss,,,,,,,,,
dressed,7,dr,e,ssed,,,,,,,,,
drift,5,dr,i,ft,,,,,,,,,
drink,5,dr,i,nk,,,,,,,,,
drive,5,dr,i,ve,,,,,,,,,
driver,6,dr,i,v,,e,r,,,,,,
driving,7,dr,i,v,,i,ng,,,,,,
drop,4,dr,o,p,,,,,,,,,
drought,7,dr,ou,ght,,,,,,,,,
drown,5,dr,ow,n,,,,,,,,,
drug,4,dr,u,g,,,,,,,,,
drum,4,dr,u,m,,,,,,,,,
drunk,5,dr,u,nk,,,,,,,,,
dry,3,dr,y,,,,,,,,,,
dual,4,d,ua,l,,,,,,,,,
dub,3,d,u,b,,,,,,,,,
due,3,d,ue,,,,,,,,,,
dull,4,d,u,ll,,,,,,,,,
dumb,4,d,u,mb,,,,,,,,,
dump,4,d,u,mp,,,,,,,,,
duo,3,d,uo,,,,,,,,,,
during,6,d,u,r,,i,ng,,,,,,
dust,4,d,u,st,,,,,,,,,
duty,4,d,u,ty,,,,,,,,,
dynamic,7,d,y,,n,a,m,,i,c,,,
each,4,,ea,ch,,,,,,,,,
eager,5,,ea,,g,e,r,,,,,,
ear,3,,ea,r,,,,,,,,,
early,5,,ea,r,l,y,,,,,,,
earn,4,,ea,rn,,,,,,,,,
earth,5,,ea,rth,,,,,,,,,
ease,4,,ea,se,,,,,,,,,
easily,6,,ea,s,,i,,l,y,,,,
east,4,,ea,st,,,,,,,,,
eastern,7,,ea,st,,e,rn,,,,,,
easy,4,,ea,s,,y,,,,,,,
eat,3,,ea,t,,,,,,,,,
echo,4,,e,ch,,o,,,,,,,
economy,7,,e,,c,o,n,,o,,m,y,
edge,4,,e,dge,,,,,,,,,
edit,4,,e,d,,i,t,,,,,,
edition,7,,e,,d,i,,t,io,n,,,
editor,6,,e,d,,i,,t,o,r,,,
educate,7,,e,d,,u,,c,a,te,,,
effect,6,,e,f,f,e,ct,,,,,,
effort,6,,e,f,f,o,rt,,,,,,
egg,3,,e,gg,,,,,,,,,
ego,3,,e,,g,o,,,,,,,
eight,5,,ei,ght,,,,,,,,,
eighty,6,,ei,ght,,y,,,,,,,
either,6,,ei,,th,e,r,,,,,,
elbow,5,,e,l,b,o,w,,,,,,
elderly,7,,e,ld,,e,r,l,y,,,,
elect,5,,e,,l,e,ct,,,,,,
elegant,7,,e,l,,e,,g,a,nt,,,
element,7,,e,l,,e,,m,e,nt,,,
elevate,7,,e,l,,e,,v,a,te,,,
eleven,6,,e,,l,e,v,,e,n,,,
elite,5,,e,,l,i,te,,,,,,
else,4,,e,lse,,,,,,,,,
email,5,,e,,m,ai,l,,,,,,
embark,6,,e,m,b,a,rk,,,,,,
embassy,7,,e,m,b,a,s,s,y,,,,
embed,5,,e,m,b,e,d,,,,,,
embody,6,,e,m,b,o,d,,y,,,,
embrace,7,,e,m,br,a,ce,,,,,,
emerge,6,,e,,m,e,rge,,,,,,
emotion,7,,e,,m,o,,t,io,n,,,
empire,6,,e,m,p,i,re,,,,,,
employ,6,,e,m,pl,oy,,,,,,,
empower,7,,e,m,p,ow,,,e,r,,,
empty,5,,e,mp,t,y,,,,,,,
enable,6,,e,n,,a,,bl,e,,,,
enact,5,,e,n,,a,ct,,,,,,
end,3,,e,nd,,,,,,,,,
ending,6,,e,nd,,i,ng,,,,,,
endless,7,,e,nd,l,e,ss,,,,,,
endorse,7,,e,n,d,o,rse,,,,,,
endure,6,,e,n,d,u,re,,,,,,
enemy,5,,e,n,,e,,m,y,,,,
energy,6,,e,n,,e,r,g,y,,,,
enforce,7,,e,n,f,o,rce,,,,,,
engage,6,,e,n,g,a,ge,,,,,,
engaged,7,,e,n,g,a,ged,,,,,,
engine,6,,e,n,g,i,ne,,,,,,
enhance,7,,e,n,h,a,nce,,,,,,
enjoy,5,,e,n,j,o,y,,,,,,
enough,6,,e,,n,ou,gh,,,,,,
enquire,7,,e,n,q,ui,re,,,,,,
enquiry,7,,e,n,q,ui,r,,y,,,,
enrich,6,,e,n,r,i,ch,,,,,,
enrol,5,,e,n,r,o,l,,,,,,
ensue,5,,e,n,s,ue,,,,,,,
ensure,6,,e,n,s,u,re,,,,,,
enter,5,,e,n,t,e,r,,,,,,
entire,6,,e,n,t,i,re,,,,,,
entitle,7,,e,n,t,i,,tl,e,,,,
entity,6,,e,n,t,i,,t,y,,,,
entry,5,,e,n,tr,y,,,,,,,
episode,7,,e,p,,i,,s,o,de,,,
equal,5,,e,,q,ua,l,,,,,,
equally,7,,e,,q,ua,l,l,y,,,,
equip,5,,e,,q,ui,p,,,,,,
era,3,,e,,r,a,,,,,,,
erect,5,,e,,r,e,ct,,,,,,
error,5,,e,r,r,o,r,,,,,,
erupt,5,,e,,r,u,pt,,,,,,
escape,6,,e,s,c,a,pe,,,,,,
essay,5,,e,s,s,ay,,,,,,,
essence,7,,e,s,s,e,nce,,,,,,
estate,6,,e,s,t,a,te,,,,,,
eternal,7,,e,,t,e,r,n,a,l,,,
ethic,5,,e,th,,i,c,,,,,,
ethical,7,,e,th,,i,,c,a,l,,,
ethnic,6,,e,th,n,i,c,,,,,,
euro,4,,eu,,r,o,,,,,,,
even,4,,e,,v,e,n,,,,,,
evening,7,,e,ve,n,i,ng,,,,,,
event,5,,e,,v,e,nt,,,,,,
ever,4,,e,v,,e,r,,,,,,
every,5,,e,ve,r,y,,,,,,,
evident,7,,e,v,,i,,d,e,nt,,,
evil,4,,e,,v,i,l,,,,,,
evoke,5,,e,,v,o,ke,,,,,,
evolve,6,,e,,v,o,lve,,,,,,
exact,5,,e,x,,a,ct,,,,,,
exactly,7,,e,x,,a,ct,l,y,,,,
exam,4,,e,x,,a,m,,,,,,
examine,7,,e,x,,a,m,,i,ne,,,
example,7,,e,x,,a,m,pl,e,,,,
exceed,6,,e,x,c,ee,d,,,,,,
except,6,,e,x,c,e,pt,,,,,,
excess,6,,e,x,c,e,ss,,,,,,
excited,7,,e,x,c,i,t,,e,d,,,
exclude,7,,e,x,cl,u,de,,,,,,
excuse,6,,e,x,c,u,se,,,,,,
execute,7,,e,x,,e,,c,u,te,,,
exert,5,,e,x,,e,rt,,,,,,
exhibit,7,,e,x,h,i,b,,i,t,,,
exile,5,,e,x,,i,le,,,,,,
exist,5,,e,x,,i,st,,,,,,
exit,4,,e,x,,i,t,,,,,,
exotic,6,,e,x,,o,t,,i,c,,,
expand,6,,e,x,p,a,nd,,,,,,
expect,6,,e,x,p,e,ct,,,,,,
expense,7,,e,x,p,e,nse,,,,,,
expert,6,,e,x,p,e,rt,,,,,,
expire,6,,e,x,p,i,re,,,,,,
explain,7,,e,x,pl,ai,n,,,,,,
explode,7,,e,x,pl,o,de,,,,,,
exploit,7,,e,x,pl,oi,t,,,,,,
explore,7,,e,x,pl,o,re,,,,,,
export,6,,e,x,p,o,rt,,,,,,
expose,6,,e,x,p,o,se,,,,,,
express,7,,e,x,pr,e,ss,,,,,,
extend,6,,e,x,t,e,nd,,,,,,
extent,6,,e,x,t,e,nt,,,,,,
extra,5,,e,x,tr,a,,,,,,,
extract,7,,e,x,tr,a,ct,,,,,,
extreme,7,,e,x,tr,e,me,,,,,,
eye,3,,eye,,,,,,,,,,
fabric,6,f,a,b,r,i,c,,,,,,
face,4,f,a,ce,,,,,,,,,
fact,4,f,a,ct,,,,,,,,,
faction,7,f,a,c,t,io,n,,,,,,
factor,6,f,a,c,t,o,r,,,,,,
factory,7,f,a,c,t,o,,r,y,,,,
faculty,7,f,a,c,,u,l,t,y,,,,
fade,4,f,a,de,,,,,,,,,
fail,4,f,ai,l,,,,,,,,,
failed,6,f,ai,led,,,,,,,,,
failure,7,f,ai,l,,u,re,,,,,,
fair,4,f,ai,r,,,,,,,,,
fairly,6,f,ai,r,l,y,,,,,,,
faith,5,f,ai,th,,,,,,,,,
fake,4,f,a,ke,,,,,,,,,
fall,4,f,a,ll,,,,,,,,,
false,5,f,a,lse,,,,,,,,,
fame,4,f,a,me,,,,,,,,,
family,6,f,a,m,,i,,l,y,,,,
famous,6,f,a,,m,ou,s,,,,,,
fan,3,f,a,n,,,,,,,,,
fancy,5,f,a,n,c,y,,,,,,,
fantasy,7,f,a,n,t,a,,s,y,,,,
far,3,f,a,r,,,,,,,,,
fare,4,f,a,re,,,,,,,,,
farm,4,f,a,rm,,,,,,,,,
farmer,6,f,a,rm,,e,r,,,,,,
farming,7,f,a,rm,,i,ng,,,,,,
fashion,7,f,a,sh,,io,n,,,,,,
fast,4,f,a,st,,,,,,,,,
fasten,6,f,a,s,t,e,n,,,,,,
fat,3,f,a,t,,,,,,,,,
fatal,5,f,a,,t,a,l,,,,,,
fate,4,f,a,te,,,,,,,,,
father,6,f,a,th,,e,r,,,,,,
fault,5,f,au,lt,,,,,,,,,
favour,6,f,a,,v,ou,r,,,,,,
fear,4,f,ea,r,,,,,,,,,
feat,4,f,ea,t,,,,,,,,,
feather,7,f,ea,th,,e,r,,,,,,
feature,7,f,ea,,t,u,re,,,,,,
federal,7,f,e,d,,e,r,,a,l,,,
fee,3,f,ee,,,,,,,,,,
feed,4,f,ee,d,,,,,,,,,
feeding,7,f,ee,d,,i,ng,,,,,,
feel,4,f,ee,l,,,,,,,,,
feeling,7,f,ee,l,,i,ng,,,,,,
fellow,6,f,e,l,l,ow,,,,,,,
female,6,f,e,,m,a,le,,,,,,
fence,5,f,e,nce,,,,,,,,,
fever,5,f,e,,v,e,r,,,,,,
few,3,f,ew,,,,,,,,,,
fibre,5,f,i,bre,,,,,,,,,
fiction,7,f,i,c,t,io,n,,,,,,
field,5,f,ie,ld,,,,,,,,,
fierce,6,f,ie,rce,,,,,,,,,
fifteen,7,f,i,f,t,ee,n,,,,,,
fifth,5,f,i,fth,,,,,,,,,
fifty,5,f,i,f,t,y,,,,,,,
fight,5,f,i,ght,,,,,,,,,
figure,6,f,i,g,,u,re,,,,,,
file,4,f,i,le,,,,,,,,,
fill,4,f,i,ll,,,,,,,,,
film,4,f,i,lm,,,,,,,,,
filter,6,f,i,l,t,e,r,,,,,,
final,5,f,i,,n,a,l,,,,,,
finally,7,f,i,,n,a,l,l,y,,,,
finance,7,f,i,,n,a,nce,,,,,,
find,4,f,i,nd,,,,,,,,,
finding,7,f,i,nd,,i,ng,,,,,,
fine,4,f,i,ne,,,,,,,,,
finger,6,f,i,n,g,e,r,,,,,,
finish,6,f,i,n,,i,sh,,,,,,
fire,4,f,i,re,,,,,,,,,
firearm,7,f,i,re,,a,rm,,,,,,
firm,4,f,i,rm,,,,,,,,,
firmly,6,f,i,rm,l,y,,,,,,,
first,5,f,i,rst,,,,,,,,,
firstly,7,f,i,rst,l,y,,,,,,,
fish,4,f,i,sh,,,,,,,,,
fishing,7,f,i,sh,,i,ng,,,,,,
fit,3,f,i,t,,,,,,,,,
fitness,7,f,i,t,n,e,ss,,,,,,
five,4,f,i,ve,,,,,,,,,
fix,3,f,i,x,,,,,,,,,
fixed,5,f,i,xed,,,,,,,,,
fixture,7,f,i,x,t,u,re,,,,,,
flag,4,fl,a,g,,,,,,,,,
flame,5,fl,a,me,,,,,,,,,
flash,5,fl,a,sh,,,,,,,,,
flat,4,fl,a,t,,,,,,,,,
flavour,7,fl,a,,v,ou,r,,,,,,
flaw,4,fl,aw,,,,,,,,,,
flawed,6,fl,awe,d,,,,,,,,,
flee,4,fl,ee,,,,,,,,,,
fleet,5,fl,ee,t,,,,,,,,,
flesh,5,fl,e,sh,,,,,,,,,
flight,6,fl,i,ght,,,,,,,,,
float,5,fl,oa,t,,,,,,,,,
flood,5,fl,oo,d,,,,,,,,,
floor,5,fl,oo,r,,,,,,,,,
flour,5,fl,ou,r,,,,,,,,,
flow,4,fl,ow,,,,,,,,,,
flower,6,fl,ow,,,e,r,,,,,,
flu,3,fl,u,,,,,,,,,,
fluid,5,fl,ui,d,,,,,,,,,
fly,3,fl,y,,,,,,,,,,
flying,6,fl,y,,,i,ng,,,,,,
focus,5,f,o,,c,u,s,,,,,,
fold,4,f,o,ld,,,,,,,,,
folding,7,f,o,ld,,i,ng,,,,,,
folk,4,f,o,lk,,,,,,,,,
follow,6,f,o,l,l,ow,,,,,,,
fond,4,f,o,nd,,,,,,,,,
food,4,f,oo,d,,,,,,,,,
fool,4,f,oo,l,,,,,,,,,
foot,4,f,oo,t,,,,,,,,,
footage,7,f,oo,t,,a,ge,,,,,,
for,3,f,o,r,,,,,,,,,
forbid,6,f,o,r,b,i,d,,,,,,
force,5,f,o,rce,,,,,,,,,
foreign,7,f,o,r,,ei,gn,,,,,,
forest,6,f,o,r,,e,st,,,,,,
forever,7,f,o,r,,e,v,,e,r,,,
forge,5,f,o,rge,,,,,,,,,
forget,6,f,o,r,g,e,t,,,,,,
forgive,7,f,o,r,g,i,ve,,,,,,
fork,4,f,o,rk,,,,,,,,,
form,4,f,o,rm,,,,,,,,,
formal,6,f,o,r,m,a,l,,,,,,
format,6,f,o,r,m,a,t,,,,,,
former,6,f,o,r,m,e,r,,,,,,
formula,7,f,o,r,m,u,,l,a,,,,
forth,5,f,o,rth,,,,,,,,,
fortune,7,f,o,r,t,u,ne,,,,,,
forty,5,f,o,r,t,y,,,,,,,
forum,5,f,o,,r,u,m,,,,,,
forward,7,f,o,r,,wa,rd,,,,,,
fossil,6,f,o,s,s,i,l,,,,,,
foster,6,f,o,s,t,e,r,,,,,,
found,5,f,ou,nd,,,,,,,,,
founder,7,f,ou,n,d,e,r,,,,,,
four,4,f,ou,r,,,,,,,,,
fourth,6,f,ou,rth,,,,,,,,,
fragile,7,fr,a,g,,i,le,,,,,,
frame,5,fr,a,me,,,,,,,,,
frankly,7,fr,a,nk,l,y,,,,,,,
fraud,5,fr,au,d,,,,,,,,,
free,4,fr,ee,,,,,,,,,,
freedom,7,fr,ee,,d,o,m,,,,,,
freely,6,fr,ee,,l,y,,,,,,,
freeze,6,fr,ee,ze,,,,,,,,,
fresh,5,fr,e,sh,,,,,,,,,
friday,6,fr,i,,d,ay,,,,,,,
fridge,6,fr,i,dge,,,,,,,,,
friend,6,fr,ie,nd,,,,,,,,,
frog,4,fr,o,g,,,,,,,,,
from,4,fr,o,m,,,,,,,,,
front,5,fr,o,nt,,,,,,,,,
frozen,6,fr,o,,z,e,n,,,,,,
fruit,5,fr,ui,t,,,,,,,,,
fry,3,fr,y,,,,,,,,,,
fuel,4,f,ue,l,,,,,,,,,
fulfil,6,f,u,l,f,i,l,,,,,,
full,4,f,u,ll,,,,,,,,,
fully,5,f,u,l,l,y,,,,,,,
fun,3,f,u,n,,,,,,,,,
fund,4,f,u,nd,,,,,,,,,
funding,7,f,u,nd,,i,ng,,,,,,
funeral,7,f,u,,n,e,r,,a,l,,,
funny,5,f,u,n,n,y,,,,,,,
fur,3,f,u,r,,,,,,,,,
furious,7,f,u,,r,i,,,ou,s,,,
further,7,f,u,r,th,e,r,,,,,,
future,6,f,u,,t,u,re,,,,,,
gain,4,g,ai,n,,,,,,,,,
gallery,7,g,a,l,l,e,r,,y,,,,
gallon,6,g,a,l,l,o,n,,,,,,
game,4,g,a,me,,,,,,,,,
gaming,6,g,a,m,,i,ng,,,,,,
gang,4,g,a,ng,,,,,,,,,
gap,3,g,a,p,,,,,,,,,
garage,6,g,a,,r,a,ge,,,,,,
garden,6,g,a,r,d,e,n,,,,,,
gas,3,g,a,s,,,,,,,,,
gate,4,g,a,te,,,,,,,,,
gather,6,g,a,th,,e,r,,,,,,
gay,3,g,ay,,,,,,,,,,
gaze,4,g,a,ze,,,,,,,,,
gear,4,g,ea,r,,,,,,,,,
gender,6,g,e,n,d,e,r,,,,,,
gene,4,g,e,ne,,,,,,,,,
general,7,g,e,n,,e,r,,a,l,,,
generic,7,g,e,,n,e,r,,i,c,,,
genetic,7,g,e,,n,e,t,,i,c,,,
genius,6,g,e,n,,iu,s,,,,,,
genre,5,g,e,n,r,e,,,,,,,
gentle,6,g,e,n,tl,e,,,,,,,
genuine,7,g,e,n,,u,,,i,ne,,,
gesture,7,g,e,s,t,u,re,,,,,,
get,3,g,e,t,,,,,,,,,
ghost,5,gh,o,st,,,,,,,,,
giant,5,g,ia,nt,,,,,,,,,
gift,4,g,i,ft,,,,,,,,,
gig,3,g,i,g,,,,,,,,,
girl,4,g,i,rl,,,,,,,,,
give,4,g,i,ve,,,,,,,,,
glad,4,gl,a,d,,,,,,,,,
glance,6,gl,a,nce,,,,,,,,,
glass,5,gl,a,ss,,,,,,,,,
glimpse,7,gl,i,mpse,,,,,,,,,
global,6,gl,o,b,,a,l,,,,,,
globe,5,gl,o,be,,,,,,,,,
glory,5,gl,o,,r,y,,,,,,,
glove,5,gl,o,ve,,,,,,,,,
go,2,g,o,,,,,,,,,,
goal,4,g,oa,l,,,,,,,,,
god,3,g,o,d,,,,,,,,,
gold,4,g,o,ld,,,,,,,,,
golden,6,g,o,ld,,e,n,,,,,,
golf,4,g,o,lf,,,,,,,,,
good,4,g,oo,d,,,,,,,,,
goodbye,7,g,oo,d,b,ye,,,,,,,
goods,5,g,oo,ds,,,,,,,,,
govern,6,g,o,v,,e,rn,,,,,,
grab,4,gr,a,b,,,,,,,,,
grace,5,gr,a,ce,,,,,,,,,
grade,5,gr,a,de,,,,,,,,,
grain,5,gr,ai,n,,,,,,,,,
grand,5,gr,a,nd,,,,,,,,,
grant,5,gr,a,nt,,,,,,,,,
graphic,7,gr,a,ph,,i,c,,,,,,
grasp,5,gr,a,sp,,,,,,,,,
grass,5,gr,a,ss,,,,,,,,,
grave,5,gr,a,ve,,,,,,,,,
gravity,7,gr,a,v,,i,,t,y,,,,
great,5,gr,ea,t,,,,,,,,,
greatly,7,gr,ea,t,l,y,,,,,,,
green,5,gr,ee,n,,,,,,,,,
greet,5,gr,ee,t,,,,,,,,,
grey,4,gr,ey,,,,,,,,,,
grid,4,gr,i,d,,,,,,,,,
grief,5,gr,ie,f,,,,,,,,,
grin,4,gr,i,n,,,,,,,,,
grind,5,gr,i,nd,,,,,,,,,
grip,4,gr,i,p,,,,,,,,,
grocery,7,gr,o,,c,e,r,,y,,,,
ground,6,gr,ou,nd,,,,,,,,,
group,5,gr,ou,p,,,,,,,,,
grow,4,gr,ow,,,,,,,,,,
growth,6,gr,ow,th,,,,,,,,,
guard,5,g,ua,rd,,,,,,,,,
guess,5,g,ue,ss,,,,,,,,,
guest,5,g,ue,st,,,,,,,,,
guide,5,g,ui,de,,,,,,,,,
guilt,5,g,ui,lt,,,,,,,,,
guilty,6,g,ui,lt,,y,,,,,,,
guitar,6,g,ui,,t,a,r,,,,,,
gun,3,g,u,n,,,,,,,,,
gut,3,g,u,t,,,,,,,,,
guy,3,g,uy,,,,,,,,,,
gym,3,g,y,m,,,,,,,,,
habit,5,h,a,b,,i,t,,,,,,
habitat,7,h,a,b,,i,,t,a,t,,,
hail,4,,hai,l,,,,,,,,,
hair,4,h,ai,r,,,,,,,,,
half,4,h,a,lf,,,,,,,,,
halfway,7,h,a,lf,,way,,,,,,,
hall,4,h,a,ll,,,,,,,,,
halt,4,,ha,lt,,,,,,,,,
hand,4,h,a,nd,,,,,,,,,
handful,7,h,a,nd,f,u,l,,,,,,
handle,6,h,a,n,dl,e,,,,,,,
handy,5,h,a,nd,,y,,,,,,,
hang,4,,ha,ng,,,,,,,,,
happen,6,h,a,p,p,e,n,,,,,,
happily,7,h,a,p,p,i,,l,y,,,,
happy,5,h,a,p,p,y,,,,,,,
harbour,7,h,a,r,b,ou,r,,,,,,
hard,4,h,a,rd,,,,,,,,,
hardly,6,h,a,rd,l,y,,,,,,,
harm,4,,ha,rm,,,,,,,,,
harmful,7,h,a,rm,f,u,l,,,,,,
harmony,7,h,a,r,m,o,,n,y,,,,
harsh,5,h,a,rsh,,,,,,,,,
harvest,7,h,a,r,v,e,st,,,,,,
hat,3,h,a,t,,,,,,,,,
hate,4,h,a,te,,,,,,,,,
hatred,6,h,a,,tr,e,d,,,,,,
haunt,5,h,au,nt,,,,,,,,,
have,4,h,a,ve,,,,,,,,,
hazard,6,h,a,z,,a,rd,,,,,,
he,2,h,e,,,,,,,,,,
head,4,h,ea,d,,,,,,,,,
heal,4,h,ea,l,,,,,,,,,
health,6,h,ea,lth,,,,,,,,,
healthy,7,h,ea,lth,,y,,,,,,,
hear,4,h,ea,r,,,,,,,,,
hearing,7,h,ea,r,,i,ng,,,,,,
heart,5,h,ea,rt,,,,,,,,,
heat,4,h,ea,t,,,,,,,,,
heating,7,h,ea,t,,i,ng,,,,,,
heaven,6,h,ea,v,,e,n,,,,,,
