where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,due,pay,pay,4,7,30,13.33333333,23.33333333,adjective,verb,verb,0,0,0,NA,NA,mturk2,5
b,due,payable,pay,1,7,30,3.333333333,23.33333333,adjective,adjective,verb,actions_process,0,0,NA,NA,mturk2,5
b,due,return,turn,1,7,30,3.333333333,23.33333333,adjective,noun,verb,time,0,0,0.013,0,mturk2,5
b,due,returned,turn,1,7,30,3.333333333,23.33333333,adjective,verb,verb,time,past_tense,0,0.013,0,mturk2,5
b,due,time,time,9,12,30,30,40,adjective,noun,noun,0,0,0,0.02,0,mturk2,5
b,due,timed,time,1,12,30,3.333333333,40,adjective,verb,noun,past_tense,0,0,0.02,0,mturk2,5
b,due,times,time,1,12,30,3.333333333,40,adjective,noun,noun,numbers,0,0,0.02,0,mturk2,5
b,due,timetable,time,1,12,30,3.333333333,40,adjective,noun,noun,characteristic,0,0,0.02,0,mturk2,5
b,due,turn,turn,2,7,30,6.666666667,23.33333333,adjective,verb,verb,0,0,0,0.013,0,mturk2,5
b,due,turned,turn,3,7,30,10,23.33333333,adjective,verb,verb,past_tense,0,0,0.013,0,mturk2,5
b,dull,bland,bland,9,9,76,11.84210526,11.84210526,adjective,adjective,adjective,0,0,0,NA,NA,wl12,3
b,dull,bored,bore,1,53,76,1.315789474,69.73684211,adjective,verb,verb,past_tense,0,0,0.021,0.041,wl12,3
b,dull,boring,bore,52,53,76,68.42105263,69.73684211,adjective,adjective,verb,present_participle,0,0,0.458,0.142,wl12,3
b,dull,gray,gray,11,11,76,14.47368421,14.47368421,adjective,adjective,adjective,0,0,0,NA,NA,wl12,3
b,dull,people,person,1,10,76,1.315789474,13.15789474,adjective,noun,noun,numbers,0,0,NA,NA,wl12,3
b,dull,peoples,person,1,10,76,1.315789474,13.15789474,adjective,noun,noun,numbers,0,0,NA,NA,wl12,3
b,dull,person,person,6,10,76,7.894736842,13.15789474,adjective,noun,noun,0,0,0,NA,NA,wl12,3
b,dull,personality,person,2,10,76,2.631578947,13.15789474,adjective,noun,noun,characteristic,characteristic,0,NA,NA,wl12,3
b,dull,sharp,sharp,25,27,76,32.89473684,35.52631579,adjective,adjective,adjective,0,0,0,0.148,0.158,wl12,3
b,dull,sharpened,sharp,1,27,76,1.315789474,35.52631579,adjective,verb,adjective,past_tense,0,0,0.148,0.158,wl12,3
b,dull,unsharpened,sharp,1,27,76,1.315789474,35.52631579,adjective,adjective,adjective,not,characteristic,0,0.148,0.158,wl12,3
b,dumb,blonde,blond,6,10,59,10.16949153,16.94915254,adjective,adjective,adjective,0,0,0,NA,NA,wl4 and 8,1
b,dumb,blondes,blond,3,10,59,5.084745763,16.94915254,adjective,noun,adjective,person_object,numbers,0,NA,NA,wl4 and 8,1
b,dumb,blonds,blond,1,10,59,1.694915254,16.94915254,adjective,noun,adjective,person_object,numbers,0,NA,NA,wl4 and 8,1
b,dumb,educated,educate,1,10,59,1.694915254,16.94915254,adjective,verb,verb,past_tense,0,0,NA,NA,wl4 and 8,1
b,dumb,education,educate,2,10,59,3.389830508,16.94915254,adjective,noun,verb,actions_process,0,0,NA,NA,wl4 and 8,1
b,dumb,grade,grade,1,10,59,1.694915254,16.94915254,adjective,noun,noun,0,0,0,NA,NA,wl4 and 8,1
b,dumb,grades,grade,9,10,59,15.25423729,16.94915254,adjective,noun,noun,numbers,0,0,NA,NA,wl4 and 8,1
b,dumb,idiot,idiot,12,16,59,20.33898305,27.11864407,adjective,adjective,adjective,0,0,0,NA,NA,wl4 and 8,1
b,dumb,idiotic,idiot,4,16,59,6.779661017,27.11864407,adjective,adjective,adjective,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,ignorance,ignore,1,18,59,1.694915254,30.50847458,adjective,noun,verb,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,ignorant,ignore,17,18,59,28.81355932,30.50847458,adjective,adjective,verb,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,intelligence,intelligent,8,31,59,13.55932203,52.54237288,adjective,noun,adjective,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,intelligent,intelligent,13,31,59,22.03389831,52.54237288,adjective,adjective,adjective,0,0,0,NA,NA,wl4 and 8,1
b,dumb,lack,lack,11,13,59,18.6440678,22.03389831,adjective,noun,noun,0,0,0,NA,NA,wl4 and 8,1
b,dumb,lacks,lack,2,13,59,3.389830508,22.03389831,adjective,verb,noun,third_person,0,0,NA,NA,wl4 and 8,1
b,dumb,retard,retard,2,16,59,3.389830508,27.11864407,adjective,adjective,adjective,0,0,0,NA,NA,wl4 and 8,1
b,dumb,retardation,retard,3,16,59,5.084745763,27.11864407,adjective,noun,adjective,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,retarded,retard,10,16,59,16.94915254,27.11864407,adjective,adjective,adjective,characteristic,0,0,NA,NA,wl4 and 8,1
b,dumb,retards,retard,1,16,59,1.694915254,27.11864407,adjective,noun,adjective,numbers,0,0,NA,NA,wl4 and 8,1
b,dumb,slow,slow,9,10,59,15.25423729,16.94915254,adjective,adjective,adjective,0,0,0,NA,NA,wl4 and 8,1
b,dumb,slower,slow,1,10,59,1.694915254,16.94915254,adjective,adjective,adjective,magnitude,0,0,NA,NA,wl4 and 8,1
b,dumb,smart,smart,57,59,59,96.61016949,100,adjective,adjective,adjective,0,0,0,0.21,0.409,wl4 and 8,1
b,dumb,smarts,smart,2,59,59,3.389830508,100,adjective,noun,adjective,numbers,0,0,0.21,0.409,wl4 and 8,1
b,dumb,stupid,stupid,88,90,59,100,100,adjective,adjective,adjective,0,0,0,0.526,0.593,wl4 and 8,1
b,dumb,stupidity,stupid,2,90,59,3.389830508,100,adjective,noun,adjective,characteristic,0,0,0.526,0.593,wl4 and 8,1
b,dumb,uneducated,educate,7,10,59,11.86440678,16.94915254,adjective,adjective,verb,not,past_tense,0,NA,NA,wl4 and 8,1
b,dumb,unintelligent,intelligent,10,31,59,16.94915254,52.54237288,adjective,adjective,adjective,not,0,0,NA,NA,wl4 and 8,1
b,dump,away,away,5,5,30,16.66666667,16.66666667,verb,other,other,0,0,0,NA,NA,mturk2,5
b,dump,break,break,3,5,30,10,16.66666667,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,dump,breaking,break,2,5,30,6.666666667,16.66666667,verb,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,dump,drop,drop,5,5,30,16.66666667,16.66666667,verb,noun,noun,0,0,0,0.02,0,mturk2,5
b,dump,garbage,garbage,11,11,30,36.66666667,36.66666667,verb,noun,noun,0,0,0,0.326,0,mturk2,5
b,dump,place,place,14,15,30,46.66666667,50,verb,noun,noun,0,0,0,NA,NA,mturk2,5
b,dump,places,place,1,15,30,3.333333333,50,verb,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,dump,throw,throw,6,7,30,20,23.33333333,verb,verb,verb,0,0,0,0.04,0,mturk2,5
b,dump,throwing,throw,1,7,30,3.333333333,23.33333333,verb,verb,verb,present_participle,0,0,0.04,0,mturk2,5
b,dump,trash,trash,13,13,30,43.33333333,43.33333333,verb,noun,noun,0,0,0,0.218,0.013,mturk2,5
b,dump,waste,waste,6,6,30,20,20,verb,noun,noun,0,0,0,0.027,0.017,mturk2,5
m,dunebuggy,bars,bar,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,dunebuggy,beaches,beach,14,14,30,46.66666667,46.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,dunebuggy,car,car,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,deserts,desert,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,dunebuggy,engine,engine,10,10,30,33.33333333,33.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,fast,fast,10,10,30,33.33333333,33.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,dunebuggy,four,four,14,14,30,46.66666667,46.66666667,noun,other,other,0,0,0,NA,NA,NA,NA
m,dunebuggy,fun,fun,9,9,30,30,30,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,large,large,9,9,30,30,30,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,dunebuggy,loud,loud,11,11,30,36.66666667,36.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,dunebuggy,no,no,6,6,30,20,20,noun,other,other,0,0,0,NA,NA,NA,NA
m,dunebuggy,roll,roll,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,roof,roof,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,sand,sand,17,17,30,56.66666667,56.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,transportation,transport,5,5,30,16.66666667,16.66666667,noun,noun,noun,actions_process,0,0,NA,NA,NA,NA
m,dunebuggy,vehicle,vehicle,13,13,30,43.33333333,43.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,dunebuggy,wheels,wheel,44,44,30,100,100,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
b,dunk,basketball,basketball,15,15,30,50,50,verb,noun,noun,0,0,0,0.218,0,mturk2,5
b,dunk,dip,dip,14,15,30,46.66666667,50,verb,noun,noun,0,0,0,0.041,0.065,mturk2,5
b,dunk,dipping,dip,1,15,30,3.333333333,50,verb,verb,noun,present_participle,0,0,0.041,0.065,mturk2,5
b,dunk,hoop,hoop,5,5,30,16.66666667,16.66666667,verb,noun,noun,0,0,0,NA,NA,mturk2,5
b,dunk,push,push,4,5,30,13.33333333,16.66666667,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,dunk,pushes,push,1,5,30,3.333333333,16.66666667,verb,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,dunk,submerge,submerge,5,5,30,16.66666667,16.66666667,verb,verb,verb,0,0,0,0.02,NA,mturk2,5
b,dunk,underwater,water,1,11,30,3.333333333,36.66666667,verb,adjective,noun,location,0,0,0.068,0,mturk2,5
b,dunk,water,water,10,11,30,33.33333333,36.66666667,verb,noun,noun,0,0,0,0.068,0,mturk2,5
b,duplicate,copied,copy,1,22,30,3.333333333,73.33333333,adjective,verb,noun,past_tense,0,0,0.647,0.068,mturk2,5
b,duplicate,copy,copy,21,22,30,70,73.33333333,adjective,noun,noun,0,0,0,0.647,0.068,mturk2,5
b,duplicate,double,double,6,7,30,20,23.33333333,adjective,adjective,adjective,0,0,0,0.08,0,mturk2,5
b,duplicate,doubles,double,1,7,30,3.333333333,23.33333333,adjective,noun,adjective,numbers,0,0,0.08,0,mturk2,5
b,duplicate,exact,exact,5,7,30,16.66666667,23.33333333,adjective,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,duplicate,exactly,exact,2,7,30,6.666666667,23.33333333,adjective,other,adjective,characteristic,0,0,NA,NA,mturk2,5
b,duplicate,replica,replica,2,6,30,6.666666667,20,adjective,noun,noun,0,0,0,NA,NA,mturk2,5
b,duplicate,replicate,replica,4,6,30,13.33333333,20,adjective,verb,noun,characteristic,0,0,NA,NA,mturk2,5
b,duplicate,same,same,10,10,30,33.33333333,33.33333333,adjective,adjective,adjective,0,0,0,0.013,0,mturk2,5
b,duplicate,twice,two,1,5,30,3.333333333,16.66666667,adjective,other,other,numbers,0,0,0.02,0,mturk2,5
b,duplicate,twin,twin,4,5,30,13.33333333,16.66666667,adjective,adjective,adjective,0,0,0,0.027,0,mturk2,5
b,duplicate,twins,twin,1,5,30,3.333333333,16.66666667,adjective,noun,adjective,numbers,0,0,0.027,0,mturk2,5
b,duplicate,two,two,3,5,30,10,16.66666667,adjective,other,other,0,0,0,0.02,0,mturk2,5
b,duplicate,twofold,two,1,5,30,3.333333333,16.66666667,adjective,adjective,other,characteristic,0,0,0.02,0,mturk2,5
b,dusk,dark,dark,20,22,60,33.33333333,36.66666667,noun,adjective,adjective,0,0,0,0.079,0,mturk,4
b,dusk,darkness,dark,2,22,60,3.333333333,36.66666667,noun,noun,adjective,characteristic,0,0,0.079,0,mturk,4
b,dusk,dawn,dawn,16,16,60,26.66666667,26.66666667,noun,noun,noun,0,0,0,0.609,0.454,mturk,4
b,dusk,day,day,9,10,60,15,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,dusk,daytime,day,1,10,60,1.666666667,16.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,mturk,4
b,dusk,night,night,26,26,60,43.33333333,43.33333333,noun,noun,noun,0,0,0,0.121,0,mturk,4
b,dusk,sun,sun,19,32,60,31.66666667,53.33333333,noun,noun,noun,0,0,0,0.012,0,mturk,4
b,dusk,sunset,sun,13,32,60,21.66666667,53.33333333,noun,noun,noun,characteristic,0,0,0.048,0,mturk,4
b,dust,allergen,allergy,1,19,87,1.149425287,21.83908046,noun,noun,noun,characteristic,0,0,0.034,0.014,wl18b,3
b,dust,allergens,allergy,1,19,87,1.149425287,21.83908046,noun,noun,noun,characteristic,numbers,0,0.034,0.014,wl18b,3
b,dust,allergies,allergy,14,19,87,16.09195402,21.83908046,noun,noun,noun,numbers,0,0,0.034,0.014,wl18b,3
b,dust,allergy,allergy,3,19,87,3.448275862,21.83908046,noun,noun,noun,0,0,0,0.034,0.014,wl18b,3
b,dust,clean,clean,16,30,87,18.3908046,34.48275862,noun,adjective,adjective,0,0,0,0.122,0,wl18b,3
b,dust,cleaned,clean,4,30,87,4.597701149,34.48275862,noun,verb,adjective,past_tense,0,0,0.122,0,wl18b,3
b,dust,cleaning,clean,2,30,87,2.298850575,34.48275862,noun,noun,adjective,present_participle,0,0,0.122,0,wl18b,3
b,dust,cleanliness,clean,1,30,87,1.149425287,34.48275862,noun,noun,adjective,characteristic,characteristic,0,0.122,0,wl18b,3
b,dust,dirt,dirt,36,64,87,41.37931034,73.56321839,noun,noun,noun,0,0,0,0.284,0,wl18b,3
b,dust,dirty,dirt,28,64,87,32.18390805,73.56321839,noun,adjective,noun,characteristic,0,0,0.284,0,wl18b,3
b,dust,particles,particle,18,19,87,20.68965517,21.83908046,noun,noun,noun,numbers,0,0,0.041,NA,wl18b,3
b,dust,particulate,particle,1,19,87,1.149425287,21.83908046,noun,adjective,noun,characteristic,0,0,NA,NA,wl18b,3
b,dust,sneeze,sneeze,12,19,87,13.79310345,21.83908046,noun,verb,verb,0,0,0,0.054,0,wl18b,3
b,dust,sneezing,sneeze,7,19,87,8.045977011,21.83908046,noun,verb,verb,present_participle,0,0,0.054,0,wl18b,3
b,dust,unclean,clean,7,30,87,8.045977011,34.48275862,noun,adjective,adjective,not,0,0,0.122,0,wl18b,3
v,dustpan,broom,broom,14,14,20,70,70,noun,noun,noun,0,0,0,0.473,0.024,NA,NA
v,dustpan,carry,carry,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,dustpan,clean,clean,12,12,20,60,60,noun,adjective,adjective,0,0,0,0.142,0,NA,NA
v,dustpan,collect,collect,7,7,20,35,35,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,dustpan,dirt,dirt,8,8,20,40,40,noun,noun,noun,0,0,0,0.101,0,NA,NA
v,dustpan,dust,dust,11,11,20,55,55,noun,noun,noun,0,0,0,0.047,0,NA,NA
v,dustpan,edge,edge,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,flat,flat,4,4,20,20,20,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,dustpan,floor,floor,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,glass,glass,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,ground,ground,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,hand,hand,1,7,20,5,35,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,handheld,handheld,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,handle,hand,6,7,20,30,35,noun,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,dustpan,help,help,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,dustpan,hold,hold,4,4,20,20,20,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,dustpan,humans,human,2,2,20,10,10,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,dustpan,into,into,8,8,20,40,40,noun,other,other,0,0,0,NA,NA,NA,NA
v,dustpan,metal,metal,6,6,20,30,30,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,object,object,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,pan,pan,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,pick,pick,3,3,20,15,15,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,dustpan,plastic,plastic,6,6,20,30,30,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,dustpan,small,small,2,2,20,10,10,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,dustpan,sweep,sweep,8,8,20,40,40,noun,noun,noun,0,0,0,0.095,0,NA,NA
v,dustpan,transport,transport,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,dustpan,up,up,3,3,20,15,15,noun,other,other,0,0,0,NA,NA,NA,NA
v,dustpan,useful,use,1,2,20,5,10,noun,adjective,verb,characteristic,0,0,NA,NA,NA,NA
v,dustpan,utensil,use,1,2,20,5,10,noun,noun,verb,characteristic,0,0,NA,NA,NA,NA
v,dustpan,wide,wide,2,2,20,10,10,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
b,duty,act,act,6,16,68,8.823529412,23.52941176,noun,noun,noun,0,0,0,NA,NA,wl6,1
b,duty,action,act,9,16,68,13.23529412,23.52941176,noun,noun,noun,actions_process,0,0,NA,NA,wl6,1
b,duty,actions,act,1,16,68,1.470588235,23.52941176,noun,noun,noun,actions_process,numbers,0,NA,NA,wl6,1
b,duty,moral,moral,11,14,68,16.17647059,20.58823529,noun,adjective,adjective,0,0,0,NA,NA,wl6,1
b,duty,morally,moral,3,14,68,4.411764706,20.58823529,noun,other,adjective,characteristic,0,0,NA,NA,wl6,1
b,duty,obligation,oblige,25,27,68,36.76470588,39.70588235,noun,noun,verb,actions_process,0,0,0.041,0.137,wl6,1
b,duty,obligatory,oblige,2,27,68,2.941176471,39.70588235,noun,adjective,verb,characteristic,0,0,NA,NA,wl6,1
b,duty,one,one,16,16,68,23.52941176,23.52941176,noun,adjective,adjective,0,0,0,NA,NA,wl6,1
b,duty,required,require,14,14,68,20.58823529,20.58823529,noun,verb,verb,past_tense,0,0,NA,NA,wl6,1
b,duty,responsibility,response,21,23,68,30.88235294,33.82352941,noun,noun,noun,actions_process,characteristic,0,0.054,0.05,wl6,1
b,duty,responsible,response,2,23,68,2.941176471,33.82352941,noun,adjective,noun,actions_process,0,0,NA,NA,wl6,1
b,duty,task,task,14,14,68,20.58823529,20.58823529,noun,noun,noun,0,0,0,0.027,0.055,wl6,1
b,dynamite,blow,blow,2,4,30,6.666666667,13.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,dynamite,blows,blow,2,4,30,6.666666667,13.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,dynamite,explode,explode,1,30,30,3.333333333,100,noun,verb,verb,0,0,0,0.066,0.049,mturk2,5
b,dynamite,explosion,explode,3,30,30,10,100,noun,noun,verb,characteristic,0,0,0.205,0.078,mturk2,5
b,dynamite,explosive,explode,24,30,30,80,100,noun,adjective,verb,characteristic,0,0,0.079,0.049,mturk2,5
b,dynamite,explosives,explode,2,30,30,6.666666667,100,noun,noun,verb,characteristic,numbers,0,0.066,0.049,mturk2,5
b,dynamite,nitroglycerin,nitroglycerin,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,dynamite,stick,stick,2,6,30,6.666666667,20,noun,noun,noun,0,0,0,0.046,0,mturk2,5
b,dynamite,sticks,stick,4,6,30,13.33333333,20,noun,noun,noun,numbers,0,0,0.046,0,mturk2,5
b,dynamite,tnt,tnt,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,0.053,NA,mturk2,5
b,dynasty,china,china,3,8,30,10,26.66666667,noun,noun,noun,0,0,0,0.086,0,mturk2,5
b,dynasty,chinese,china,5,8,30,16.66666667,26.66666667,noun,adjective,noun,person_object,0,0,0.086,0,mturk2,5
b,dynasty,familial,family,1,10,30,3.333333333,33.33333333,noun,adjective,noun,characteristic,0,0,0.02,0,mturk2,5
b,dynasty,family,family,9,10,30,30,33.33333333,noun,noun,noun,0,0,0,0.02,0,mturk2,5
b,dynasty,king,king,2,7,30,6.666666667,23.33333333,noun,noun,noun,0,0,0,0.02,0,mturk2,5
b,dynasty,kingdom,king,3,7,30,10,23.33333333,noun,noun,noun,characteristic,0,0,0.026,0,mturk2,5
b,dynasty,kingdoms,king,1,7,30,3.333333333,23.33333333,noun,noun,noun,characteristic,numbers,0,0.02,0,mturk2,5
b,dynasty,kingly,king,1,7,30,3.333333333,23.33333333,noun,adjective,noun,characteristic,0,0,0.02,0,mturk2,5
b,dynasty,line,line,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,dynasty,rule,rule,1,11,30,3.333333333,36.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,dynasty,ruler,rule,1,11,30,3.333333333,36.66666667,noun,noun,noun,person_object,0,0,NA,NA,mturk2,5
b,dynasty,rulers,rule,7,11,30,23.33333333,36.66666667,noun,noun,noun,person_object,numbers,0,NA,NA,mturk2,5
b,dynasty,rules,rule,1,11,30,3.333333333,36.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,dynasty,ruling,rule,1,11,30,3.333333333,36.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,mturk2,5
b,eager,anxious,anxious,7,7,30,23.33333333,23.33333333,adjective,adjective,adjective,0,0,0,0.122,0.041,mturk2,5
b,eager,enthusiastic,enthusiasm,5,5,30,16.66666667,16.66666667,adjective,adjective,noun,characteristic,0,0,0.02,NA,mturk2,5
b,eager,excited,excite,12,13,30,40,43.33333333,adjective,adjective,verb,past_tense,0,0,0.074,0,mturk2,5
b,eager,excitement,excite,1,13,30,3.333333333,43.33333333,adjective,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,eager,ready,ready,7,7,30,23.33333333,23.33333333,adjective,adjective,adjective,0,0,0,0.047,0,mturk2,5
b,eager,want,want,1,7,30,3.333333333,23.33333333,adjective,verb,verb,0,0,0,0.034,0,mturk2,5
b,eager,wanting,want,3,7,30,10,23.33333333,adjective,verb,verb,present_participle,0,0,0.034,0,mturk2,5
b,eager,wants,want,3,7,30,10,23.33333333,adjective,verb,verb,third_person,0,0,0.034,0,mturk2,5
m,eagle,bald,bald,8,8,30,26.66666667,26.66666667,noun,adjective,adjective,0,0,0,0.095,0,NA,NA
m,eagle,beak,beak,12,12,30,40,40,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,eagle,bird,bird,27,27,30,90,90,noun,noun,noun,0,0,0,0.486,0.051,NA,NA
m,eagle,builds,build,9,9,30,30,30,noun,verb,verb,third_person,0,0,NA,NA,NA,NA
m,eagle,carnivore,carnivore,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,eagle,claws,claw,9,9,30,30,30,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,eagle,eats,eat,7,7,30,23.33333333,23.33333333,noun,verb,noun,numbers,0,0,NA,NA,NA,NA
m,eagle,eggs,egg,6,6,30,20,20,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,eagle,endangered,danger,10,10,30,33.33333333,33.33333333,noun,verb,noun,characteristic,past_tense,0,NA,NA,NA,NA
m,eagle,feathers,feather,13,13,30,43.33333333,43.33333333,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,eagle,flies,fly,16,16,30,53.33333333,53.33333333,noun,verb,verb,third_person,0,0,0.068,0,NA,NA
m,eagle,freedom,free,5,5,30,16.66666667,16.66666667,noun,noun,adjective,characteristic,0,0,0.027,0,NA,NA
m,eagle,large,large,10,10,30,33.33333333,33.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,eagle,lays,lay,6,6,30,20,20,noun,verb,verb,numbers,0,0,NA,NA,NA,NA
m,eagle,mountains,mountain,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,eagle,nests,nest,9,9,30,30,30,noun,noun,noun,numbers,0,0,0.014,0,NA,NA
m,eagle,predator,predator,24,24,30,80,80,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,eagle,symbol,symbol,16,16,30,53.33333333,53.33333333,noun,noun,noun,0,0,0,0.014,0,NA,NA
m,eagle,us,us,11,11,30,36.66666667,36.66666667,noun,other,other,0,0,0,NA,NA,NA,NA
m,eagle,wings,wing,14,14,30,46.66666667,46.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
v,ear,animal,animal,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,appendage,appendage,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,body,body,9,9,20,45,45,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,brain,brain,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,bump,bump,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,communicate,communicate,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ear,face,face,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,fashion,fashion,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,flesh,flesh,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,head,head,17,17,20,85,85,noun,noun,noun,0,0,0,0.077,0,NA,NA
v,ear,hear,hear,18,18,20,90,90,noun,verb,verb,0,0,0,0.261,0.189,NA,NA
v,ear,hole,hole,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,humans,human,2,2,20,10,10,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,ear,information,inform,1,1,20,5,5,noun,noun,verb,actions_process,0,0,NA,NA,NA,NA
v,ear,listen,listen,2,2,20,10,10,noun,verb,verb,0,0,0,0.035,0.067,NA,NA
v,ear,loud,loud,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,ear,music,music,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,object,object,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,pair,pair,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,part,part,7,7,20,35,35,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,pierce,pierce,3,3,20,15,15,noun,verb,verb,0,0,0,0.014,NA,NA,NA
v,ear,receive,receive,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ear,ring,ring,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,sense,sense,8,8,20,40,40,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,sensitive,sensitive,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,ear,shape,shape,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
